BL record ID,title,label
14816783,"The deserted village, etc",0
14816861,"The Poetical Works of G. Herbert; and The Synagogue, by C. Harvey. With introduction by J. Nichol ... The text edited by C. Cowden Clarke",0
14816911,Prince Malcolm: in five cantos; with other poems,0
14817022,The Blue Poetry Book. Edited by Andrew Lang. With numerous illustrations by H. J. Ford and Lancelot Speed. L.P,0
14817076,"Manual of the Va??i Districts, Vavun?iya and Mullaittívu, of the Northern Province, Ceylon",1
14817088,"Travels to the Source of the Missouri River and across the American Continent to the Pacific Ocean, performed by order of the Government of the United States in the years 1804, 1805, and 1806. By Captains Lewis and Clarke. Published from the official report, and illustrated by ... maps [Another edition of 'History of the Expedition under the command of Captains Lewis and Clarke, etc.' By Nicholas Biddle. Edited by T. Reus.]",1
14817102,Round the World in 124 days. ... With map and illustrations,1
14817172,Caroline [A novel.],0
14817174,The Philosopher's Window and other stories,0
14817225,"A Journey to Paris in the year 1698 ... Edited, with annotations, a life of Lister, and a Lister bibliography, by Raymond Phineas Stearns [A facsimile of the third edition, 1699.]",1
14817229,"Through the Yang-tse Gorges ... Third and revised edition, etc",1
14817240,Sketches in Sunshine and Storm. A collection of miscellaneous essays and notes of travel,1
14817291,"Loafing and Loving, and other stories. By the author of 'My Neighbour Nellie' ... Illustrated, etc",0
14817335,The Inns of Court and Chancery ... New edition,1
14817391,Revenue of the United States. Official Report by ... D. A. W. ... Reprinted [With a preface by the Cobden Club.],1
14817436,Wreck of the 'London.',1
14817552,The Wanderer in Western France. Illustrated by the Hon. E. York,1
14817599,"The Mission to Kandahar, with appendices ... With supplementary report of the expedition into Upper Meeránzye and Kourrum in 1856",1
14817627,"Narrative of a Journey from Calcutta to Europe, by way of Egypt, in the years 1827-28",1
14817639,Won by Waiting: a story of home life in France and England,0
14817673,Egyptian Sketches ... With ... illustrations,1
14817706,Suspicion. A story,0
14817792,Reminiscences of Rome,1
14817827,An Artist in the Himalayas ... Illustrated by over 100 original sketches made on the journey,1
14817848,Losses in Gold Amalgamation: with notes on the concentration of gold and silver ores. With ... plates,1
14817930,"Brought to Bay; or, Experiences of a City Detective",0
14817999,"Lady Glenroy, or, the Mystery in the Moonlight [A novel.]",0
14818052,"A dissertation on the topography of the Plain of Troy, including an examination of the opinions of Demetrius, Chevalier, Dr. Clarke, and Major Rennell",1
14818283,Man: fragments of forgotten history. By two Chelas in the Theosophical Society,1
14818313,"Shadow and Sunlight. Poems, etc",0
14818399,"A Narrative of the Cruise of the Yacht Maria among the Feroe Islands in the Summer of 1854, etc [By A. H. Davenport? With plates.]",1
14818445,At Heart a Rake,0
14818455,The Dream that stayed,0
14818553,The Mahatma's Pupil,0
14818585,Mrs. Haycock's Chronicles: a story of life-service,0
14818589,The Rochemonts. A story of three homes,0
14818614,Cousin Simon [A novel.],0
14818625,Home Life on an Ostrich Farm. ... Second edition,1
14818626,"The Withered Jester, and other verses",0
14818708,"Our Cousins in Australia; or, Reminiscences of S. Norris",0
14818813,"Five Years in Madagascar, with notes on the military situation",1
14818814,Visit to the Falls of Niagara in 1800,1
14818840,Love and Law. Two stories,0
14818955,Impressions of England,1
14818957,"A Geographical Description of the United States with the contiguous British and Spanish Possessions, intended as an accompaniment to Melish's map of these countries",1
14818986,The Piazza Tales,0
14819045,"The White Pilgrim, and other poems",0
14819082,Dr. Oliver's Maid. A story in four chapters,0
14819089,"Across East African Glaciers. An account of the first ascent of Kilimanjaro ... Translated from the German by E. H. S. Calder. With ... illustrations and ... maps, etc [With a biography and appendices.] L.P",1
14819096,"The history of Miami County, Ohio ... Illustrated",1
14819119,Vaia's Lord [A novel.],0
14819151,Ned Stafford's experiences in the United States,0
14819171,First impressions of England and its people,1
14819179,Songs of Far-Away Lands,0
14819205,Glimpses of Southern France and Spain,1
14819261,Was she good or bad? A holiday episode,0
14819283,Golden Horseshoes. A tale of chivalry for young and old,0
14819323,A Bachelor Girl in London [A tale.],0
14823352,"The Visitor's Guide to Oxford. (Abridged ... from the 'Handbook for Visitors to Oxford.') A new edition, with 110 illustrations [The preface is signed, J. P.]",1
14823577,"Impressions of America, during the years 1833, 1834 and 1835",1
14823651,"A Cruel Case; or, The Bar Sinister. A novel",0
14823769,The Dynamical Theory of the Formation of the Earth,1
14823909,Happy with Either. A novel. By A. L. O. S,0
14823934,There and Back again in search of Beauty,1
14823943,Paris herself again in 1878-9 ... Fifth edition,1
14824089,"Scotland and the Scotch; or, The Western Circuit. ... Third thousand, with ... additions. (Shetland and the Shetlanders; or, the Northern Circuit, etc.)",1
14824145,"Vagabondiana, or, Anecdotes of mendicant wanderers through the streets of London; with portraits of the most remarkable ... A new edition [With plates.]",1
14824259,Sunny Memories of Foreign Lands,1
14824518,Paris and the Parisians in 1835,1
14824923,"America, its realities and resources; comprising important details connected with the present ... state of the country; its laws and customs, together with a review of the policy of the United States, the Texas and Oregon Questions, etc",1
14824974,Antiquities of Shropshire [With plates and maps.],1
14825800,Monte Cristo and his Wife. A companion story to 'The Count of Monte Cristo' [by Alexandre Dumas],0
14825826,"Two Months abroad: or, a Trip to England, France, Baden, Prussia, and Belgium. In August and September, 1843. By a rail-road director of Massachusetts [i.e. Elias H. Derby]",1
14825850,In our Hours of Ease [Short stories.],0
14825898,The Loves of the Angels ... Second edition,0
14825922,Sailing Directions for the Red Sea,1
14825936,Doorside Ditties,0
14826045,Old Dorset : chapters in the history of the county,1
14826188,Gobi or Shamo; a story of three songs,0
14826216,"A Visit of Japheth to Shem and Ham [An account of a visit to Europe, Egypt and the Holy Land.]",1
14826227,"Microcosmus; a morall maske [in five acts, in prose and verse], etc",0
14826316,"A Relation of a Voyage to Sagadahoc, now first printed from the original manuscript in the Lambeth Palace Library [entitled: 'The Relation of a Voyage unto New England began from the Lizard ye first of June 1607. By Captn. Popham in ye ship ye Gift. Captn. Gilbert in ye Mary and John,' etc.] Edited with preface, notes and appendix by ... B. F. Decosta [With a paper annexed, entitled: 'The Two Hundred and Seventy-Third Anniversary of Sagadahoc.']",1
14826320,"A Gazetteer of the State of New York ... Also, statistical tables, including the Census of 1840, and tables of distances, etc [By O. L. Holley.]",1
14826325,The Impress of a Gentlewoman [A novel.],0
14826407,Doctor Bernard St. Vincent. A sensational romance of Sydney,0
14826412,"Her Loving Slave. A romance of Sedgemoor ... From an unpublished drama by Mr. H. Moss, etc",0
14826445,Livingstone in Africa. ... With illustrations by H. Nisbet and preface by E. H. Hickey. A new edition,0
14826487,"Mildred Norman, the Nazarene ... By a Working Man",0
14826497,The Despotic Lady and others [Stories.],0
14826554,O.U.R. Books,0
14826675,Crags and Craters: rambles in the Island of Réunion ... With illustrations and a map,1
14826686,"Indian Life, religious and social",1
14826734,"A Practical Manual of Minerals, Mines and Mining ... Illustrated, etc",1
14826738,The Past and Future of British Relations in China,1
14826748,O'Shea's Guide to Spain and Portugal. Edited by John Lomas. Tenth edition [With a loose map and plans.],1
14826755,Mirabelle [A novel.],0
14826801,"A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc",1
14826819,The Daughter of Alouette [A novel.],0
14826845,"A Little Tour in Ireland: being a visit to Dublin, Galway, Connamara, Athlone, Limerick, Killarney, Glengarriff, Cork, etc. ... By an Oxonian [i.e. S. R. Hole] . With illustrations by John Leech",1
14826848,Three Years in Roumania,1
14826870,Chips and Chapters: a book for amateur and young Geologists,1
14826872,Geology for General Readers: a series of popular sketches in Geology and Palæontology,1
14826882,"The Past and Present Life of the Globe; being a sketch, in outline, of the World's Life-system",1
14826906,"The passionate pilgrim, or Eros and Anteros. By Henry J. Thurstan [pseudonym of F. T. Palgrave]",1
14826919,"Palaestina. Geographisk, archæologisk och historisk Beskrifning. Tredje Upplagen, omarbetad och mycket tillökt",1
14826937,"Indian Village Folk: their works and ways, etc [With illustrations.]",1
14826955,Up the Yang-tse ... Reprinted from the 'China Review.' With sketch maps,1
14826961,Pierre and his People. Tales of the far North,0
14827010,Wrecked and Saved,0
14827074,"John Smith, and tales of the Gareloch",0
14827178,Christine of the Hills,0
14827179,"The Diary of a Scoundrel, etc",0
14827199,"Wilfred Waide, Barrister and Novelist [A novel.]",0
14827204,"Present-Day Egypt ... Illustrated, etc",1
14827245,Uit de Oude Doos. Sprokkelingen over Neêrlandsch Indië,1
14827300,Gerard's Monument; and other poems,0
14827325,"A Lucky Young Woman, etc",0
14827365,"Memorials of Clutha; or, Pencillings of the Clyde ... With ... lithographic views",1
14827403,"Pilgrim Street. A story of Manchester life. By the author of 'Jessica's First Prayer' [i.e. Sarah Smith writing under the pseudonym of Hesba Stretton], etc",0
14827405,Elements of Physical and Classical Geography,1
14827603,"The Apothecary's Daughters ['Mimoser,' etc.] ... Translated from the Danish by G. Nielsen",0
14827607,"Life, Scenery, and Customs in Sierra Leone and the Gambia",1
14827646,"Travels in Georgia, Persia, Armenia, Ancient Babylonia ... during the years 1817, 1818, 1819 and 1820. With numerous engravings",1
14827664,"Personal Observations on Sindh; the manners and customs of its inhabitants, and its productive capabilities: with a sketch of its history, a narrative of recent events, and an account of the connection of the British Government with that country, etc",1
14827668,The Germ Growers. The strange adventures of Robert Easterley and John Wilbraham [i.e. Robert Potter.],0
14827723,"The Ground beneath us, its geological changes and phases. ... Three lectures",1
14827764,"Imperial India. An Artist's journals. Illustrated, etc",1
14827781,"Romance of a Swiss Tour, and other stories",0
14827807,An Evil Spirit [A novel.],0
14827934,"The Land of the North Wind; or, travels among the Laplanders and the Samoyedes",1
14828012,Masked in Mystery: a romantic story of adventure under Egyptian skies,0
14828075,The Goldsmith's Ward: a tale of London City in the 15th century ... With ... illustrations,0
14828088,The Rector's Daughters [A novel.],0
14828105,Gwen and Gwladys [A novel.] ... Translated from the Welsh by W. Rees Evans,0
14828111,The Annals of Auchterarder and Memorials of Strathearn,1
14828113,"Old Oscar, the faithful dog",0
14828163,"Diamonds and Gold in South Africa ... With maps, etc",1
14828221,"The Little Duke; or, Richard the Fearless. By the author of 'the Heir of Redclyffe' [Miss Yonge]",0
14828312,"Ancient Streets and Homesteads of England ... Introduction by ... J. S. Howson ... With ... illustrations, etc",1
14828319,Five Poems [With notes.],0
14828325,Brought Together. A volume of stories. By Rita,0
14828331,"Miss Kate; or, Confessions of a Caretaker. A novel. By Rita",0
14828363,"Launceston, past and present, etc [Illustrated.]",1
14828406,A Lombard Street mystery. A novel,0
14828414,Her Point of View [A novel.],0
14828416,"Life in California ... New edition, bringing forward the narrative from 1846 to the occupation of the country by the United States",1
14828478,A Man of Mystery [A novel.],0
14828487,Roger's Directory of Norwich and neighbourhood,1
14828502,Quer durch Afrika. Reise vom Mittelmeer nach dem Tschad-See und zum Golf von Guinea,0
14828512,"The Romance of a Dull Life. By the author of 'Morning Clouds,' etc [Mrs. A. J. Penny.]",0
14828514,A Selection from the Poems of George John Romanes. With an introduction by T. H. Warren,0
14828551,Armand de l'Isle [A novel.],0
14828552,Four Years in Southern Africa,1
14828555,"The Great Country; or, Impressions of America",1
14828564,"Grisette: a tale, etc",0
14828607,"Sing-Song. A nursery rhyme book. ... With ... illustrations by A. Hughes, etc",0
14828623,"Local Chronology; being notes of the principal events published in the Kendal newspapers since their establishment. Compiled by the Editors (James Routledge, J. H. Farmer) . Reprinted from the 'Kendal Mercury' and 'Westmorland Gazette.' [With an appendix by John Fisher.]",1
14828728,The Myster of the 'Ocean Star.' A collection of maritime sketches,0
14828744,"A Sketch of the Internal Condition of the United States of America, and of their political relations with Europe. By a Russian [P. I. Poletika] . Translated from the French, by an American, with notes",1
14828804,An Uncanny Girl,0
14828824,"History of St. Joseph County, Indiana ... History of Indiana ... Illustrated",1
14828849,Purple Tints of Paris. Character and manners in the New Empire,1
14828860,A South Sea Lover: a romance,0
14828877,"A Narrative of the expedition to Algiers in the year 1816, under the command of ... Admiral Lord Viscount Exmouth. (Itinerary, and continuation of the introduction.)",1
14828885,"Diary of a Trip to South Africa on R.M.S. Tantallon Castle, etc",1
14828892,Tales of the Fancy ... with original illustrations by R. Prowse,0
14828956,My Spanish Sailor [A tale.],0
14828993,St. Bernard's. The romance of a medical student. By Æsculapius Scalpel,0
14829000,En Pilgrimsfærd i det Hellige Land ... Med et Kort over Jerusalem og 31 Afbildninger,1
14829132,"The Lay of the Last Minstrel, a poem",0
14829233,"A Mid-Lothian Village: notes on the village and parish of Corstorphine. Compiled and illustrated by G. M. Selway, etc",1
14829241,"A Second Journey to Spain, in the spring of 1809; from Lisbon ... to Sevilla, Cordova, Granada, Malaga and Gibraltar. With plates, etc",1
14829285,The Dowager's Determination,0
14829368,"One Heart, One Way [A tale.]",0
14829372,"An Epitome of the County of Warwick, containing a brief historical and descriptive account of the towns, villages, etc",1
14829386,Jack Forester's Fate [A tale.],0
14829410,"Bellamira; or, The fall of Tunis ... Third edition",0
14829546,Time's a Tell-Tale: a comedy in five acts [in prose],0
14829570,The Will that Wins [A tale.],0
14829599,"Discussions on the Gipsies, John Bunyan and Mrs. Carlyle, and many others related to ... the gipsies ... And 'Do snakes swallow their young?' With the 'Encyclopaedia Britannica on the Viper,' etc",1
14829630,A Trip to Norway in 1873. By 'Sixty-One' [G. H. Hely-Hutchinson?] ... With illustrations by F. Milbank ... and Miss A. Millbank,1
14829631,Twenty Years' Reminiscences of the Lews. By 'Sixty-One' [G. H. Hely-Hutchinson?] . With portrait of the author and illustrations,1
14829699,Eastern Pilgrims: the travels of three Ladies,1
14829736,"Gipsy Life: being an account of our gipsies and their children, with suggestions for their improvement [With illustrations.]",1
14829839,Her Father's Child. A novel,0
14829840,Tales of the Yorkshire Wolds,0
14829871,"Original Sonnets, elegiac, ethic and erotic: with some miscellaneous productions and imitations",0
14829912,"A Gazetteer of the State of New-York; ... with ... map, etc",1
14829931,"Arrowsmith's Dictionary of Bristol, edited by H. J. Spear and J. W. Arrowsmith",1
14829961,"Spencer's illustrated guide to Richmond, its castle, and neighbourhood, etc",1
14830020,In the Land of Tolstoi: experiences of famine and misrule in Russia [With illustrations.],1
14830034,Rambles and Researches in Thuringian Saxony,1
14830058,"Stanley and Africa: also, the travels, adventures, and discoveries of Captain John H. Speke, Captain Richard F. Burton ... and other distinguished explorers [With plates, including portraits.]",1
14830130,"The Captive Missionary: being an account of the country and people of Abyssinia. Embracing a narrative of King Theodore's life, and his treatment of political and religious missions",1
14830131,"Wanderings among the Falashas in Abyssinia; together with a description of the country and its various inhabitants. Illustrated by a map, etc",1
14830200,A Fair Norwegian,0
14830201,The Quest of a Heart,0
14830205,Recollections of a tour in the North of Europe in 1836-1837,1
14830242,Sketches historical and descriptive of Louisiana,1
14830351,Physical description of New South Wales and Van Diemen's land,1
14830361,Inscrutable,0
14830372,"The Story of Babette, a little Creole girl, etc",0
14830420,Short Stories for Long Journeys,0
14830428,"Excursions in the County of Sussex: comprising brief historical and topographical delineations; together with descriptions of the residences of the nobility and gentry, remains of antiquity, and other interesting objects of curiosity ... With fifty engravings, including a map of the county",1
14830493,"The history of Everton, including familiar dissertations on the people, etc",1
14830538,Pandora's Box. A novel,0
14830629,Verses on various occasions,0
14830635,Sam Saddleworth's Will ... Second edition,0
14830676,"Indian Recreations, consisting chiefly of strictures on the domestic and rural economy of the Mahommedans and Hindoos",1
14830677,"The Thane of Fife; a poem, in six cantos",0
14830701,Lady Delmar. A novel. (Fifth thousand.),0
14830738,"Sailing Directions for the River Thames, and the South-East Coast of England, to Beachy Head; with the Coast of France, from Boulogne to Dunkerque; to which is added, an appendix containing the rules ... of pilotage",1
14830783,"Camera Lucida; or, Strange Passages in common life [Tales.]",0
14830801,Preludes [Poems.] With illustrations and ornaments by Elizabeth Thompson,0
14830857,A Dream of Paradise. A poem,0
14830903,"Dr. Rollison's Dilemma; also, The Traitor Doubt",0
14830917,"Laura Talbot; or, the Realities of Life",0
14830920,Curiosities of London: exhibiting the most rare and remarkable objects of interest in the Metropolis,1
14830926,Love in the Sunny South. A romance. By Tina,0
14830963,"The Early Bird, and other drawing-room plays",0
14830965,Stones of Stumbling. (Articles reprinted from the Fortnightly Review.),1
14830984,"Retribution, a Corsican Vendetta Story [and other tales]",0
14831014,"Narrative of a Journey across the Rocky Mountains to the Columbia River, and a visit to the Sandwich Islands, Chili, etc. With a scientific appendix",1
14831091,The Golden Crocodile,0
14831105,"Minnen och anteckningar från Ångkorvetten Gefles Expedition till vestkusten af Afrika och Medelhafvet åren 1864, 1865, etc",1
14831154,The New Arcadia. An Australian story,0
14831295,The Queen against Owen,0
14831338,Varium [A novel.],0
14831342,Ivy Leaves; a collection of poems,0
14831377,The Purchase of the North Pole: a sequel to 'From the Earth to the Moon' ... Illustrated,0
14831380,Palestina en aangrenzende landen. Reisherinneringen,1
14831418,"A personal narrative of a visit to Ghuzni, Kabul, and Afghanistan, and of a residence at the Court of Dost Mohamed. With notices of Runjit Sing, Khiva, and the Russian expedition ... With illustrations, etc",1
14831481,"Ellen Clinton; or, the influence of a loving spirit [A novel.] By W [i.e. Mrs. Woodward.]",0
14831487,"Poems from the Secret Doctrine, also some tussocks and twitterings. By L. W",0
14831523,"The antiquities of Gainford in the county of Durham; comprising the baronial and ecclesiastical history of that place and of Barnard-castle, etc",1
14831557,The Brides of Death: a tragedy in five acts [In verse.],0
14831602,Voormaals en thans. Opstellen over Neêrlands grondsgesteldheid,1
14831632,"Palms and Pearls: or, Scenes in Ceylon",1
14831651,"Poems, Epigrams and Sonnets",0
14831668,The Child's Geography for ... Schools and home-tuition ... With maps ... and illustrations,1
14831679,City and Suburban: a novel,0
14831701,Sketches of European Capitals,1
14831713,Graybridge Hall. A romance,0
14831714,A system of Physical Geography ... To which is added a treatise on the Physical Geography of the United States ... The whole embellished by numerous engravings and ... maps ... by J. H. Young,1
14831728,"By Severn Sea, and other poems",0
14831770,The Web of the Spider. A tale of adventure,0
14831802,The history of Waukesha County ... containing ... biographical sketches ... Illustrated,1
14831819,Tartan and Gold. Tales of sport and play,0
14831822,Leal Souvenir,0
14831837,"Narrative of a Voyage to the Southern Atlantic Ocean, in ... 1828, 29, 30, performed in H. M. Sloop Chanticleer, etc",1
14831874,Gerald Eversley's Friendship. A study in real life,0
14831886,Travel-Pictures from Palestine ... Illustrated by A. Twidle,1
14831933,For Honour and Life. A tale of the Terror,0
14832042,"Madeira, its climate and scenery: containing medical and general information; ... a tour of the Island, and an appendix",1
14832064,"A New Geography of South Africa ... Seventh and revised edition, etc",1
14832157,"Wandering Will: a story of adventure, founded on facts",0
14832168,A tour through ... Jamaica ... in ... 1823,1
14832241,A Summer in Europe,1
14832243,Melchior [A poem.],0
14832292,"Laura Heathjohn. A tale of Church Stretton, etc",0
14832322,A Man's Man. A novel,0
14832371,Letters from Majorca ... With numerous illustrations,1
14832374,Under Northern Skies ... With sixty-eight illustrations,1
14832469,"A Sketch of the first settlement of the several towns on Long Island; with their political condition, to the end of the American Revolution ... A new edition",1
14832594,"Lancashire: its history, legends, and manufactures",1
14832688,Strolling Players. A harmony of contrasts,0
14832737,"The Parish of Spynie in the County of Elgin, etc",1
14832743,"The Philippines and Round About, with some account of British interests in these waters ... With illustrations and map",1
14832748,The World and a Man [A novel.] By 'Z. Z [i.e. Louis Zangwill.],0
14832752,The Master [A novel.],0
14832819,"The adventures of Joseph Andrews, etc. With illustrations by George Cruikshank. (Edited by Thomas Roscoe.)",0
14832821,The Wish. A novel by Hermann Sudermann. Translated by Lily Henkel,0
14832825,"Third Appendix to the fifth edition of Dana's Mineralogy, by Edward S. Dana ... completing the work to 1882",1
14832826,"A System of Mineralogy ... Fifth edition, rewritten and enlarged ... With three appendixes and corrections. (Appendix I, 1868-1872, by G. J. Brush. Appendix II, 1872-1875, and Appendix III, 1875-1882, by E. S. Dana.)",1
14839249,"The Town and City of Waterbury, Connecticut, from the aboriginal period to the year eighteen hundred and ninety-five",1
14839252,Grundzüge der Landesnatur des Westjordanlandes ... Mit einem Vorworte von ... T. Fischer,1
14839356,"Album der Haupt-und Residenzstädte Europa's, herausgegeben von L. Bechstein und V. Kleinknecht. (Sect. 2. Lfg. 3-5 von Dr. Eugen Huhn und V. Kleinknecht.)",1
14839362,Journal gehouden van Nederland naar Zuid-Africa in het jaar 1861,0
14839465,"Hemmen i den nya verlden. En dagbok i bref, skrifna under tvenne års resor i Norra Amerika och på Cuba",1
14839468,Zes jaren te Tripoli in Barbarije. Uit de gedenkschriften eener Nederlandsche vrouw [W. F. A. L. van Breugel] . Door M. A. Perk,1
14839505,Over cartographie van Palestina. Berigt bij de uitgave eener kaart van het Heilige Land door M. D. de Bruyn,1
14839513,Kamerun. Skizzen und Betrachtungen,0
14839540,"A Memoir of Sebastian Cabot; with a review of the history of maritime discovery [By Richard Biddle.] Illustrated by documents from the Rolls, now first published",1
14839606,"Spanien, Algerien und Tunis. Briefe an M. Chevalier ... Deutsche, verbesserte und ... vermehrte Ausgabe [With a map.]",1
14839632,"Life on the Mississippi. By Mark Twain (Samuel L. Clemens) ... With more than 300 illustrations, etc",1
14839645,"De Regten der stad Leyden op het Haarlemmer Meer, verdedigd",1
14839650,"Brieven uit en over Natal, door een Nederlander",1
14839725,"The Antiquities of Langharne and Pendine, Carmarthenshire, S. Wales, with some notice of their neighbourhoods, and illustrations",1
14839891,"Eglinton's Handbook on Mashonaland: the country, and how to reach it. Illustrated",1
14839901,"History of Berrien and Van Buren Counties, Michigan. With illustrations and biographical sketches of its prominent men and pioneers",1
14839928,Précis of Information concerning Zululand. With a map. Prepared in the Intelligence Division of the War Office. Corrected to Dec. 1894 [by Captain G. Wemyss],1
14839959,"The history of Detroit and Michigan or, the metropolis illustrated, etc",1
14839985,The Illustrated English and American Paris Guide. With a new map of Paris,1
14839990,Das Massai-Land (Ost-Aequatorial-Africa) . Bericht über die im Auftrage der Geographischen Gesellschaft in Hamburg ausgeführte Reise von Pangani bis zum Naiwascha-See ... Mit einer ... Original-Routenkarte von L. Friedericksen. Separat-Abdruck aus den Mittheilungen der Geographischen Gesellschaft in Hamburg,1
14840000,"Deutsch-Ostafrika. Geographie und Geschichte der Colonie ... Mit einer Karte, etc",1
14840023,"Colorado: a historical, descriptive, and statistical work on the Rocky Mountain gold and silver mining region",1
14840024,"The Gold Regions of California. Being a succinct description of the geography, history, topography, and general features of California ... Edited by G. G. Foster",1
14840056,Lose Blätter aus dem Orient,1
14840106,"Glasgow and the Highlands. A Guide for tourists and visitors to Scotland, etc",1
14840121,A Bygone Oxford [A lecture.],1
14840145,My imprisonment and the first year of abolition rule at Washington,1
14840240,To-day in America. Studies for the Old World and the New,1
14840279,Six Months in Italy,1
14840293,A Little Tour in America,1
14840342,The History of Derby to the year 1791,1
14840412,"History of Cuyahoga County, Ohio ... With portraits and biographical sketches of its prominent men and pioneers",1
14840429,Rejsebogen. Skildringer,1
14840433,"Anteckningar under en resa genom Tyskland Belgien, Frankrike och England år 1845",1
14840486,"Der Nordwesten unserer ostafrikanischen Kolonie. Eine Beschreibung von Land und Leuten am Victoria-Nyanza, nebst Aufzeichnungen einiger daselbst gesprochenen Dialekte. Mit 372 Abbildungen ... nebst einer Karte",0
14840498,"Fra et Ophold i Orienten i Vinteren 1887-88. ... Med 10 Afbildninger, etc",1
14840520,"A Landscape Book, by American Artists and American Authors. ... Engravings ... from paintings by Cole, Church, etc",1
14840580,Royal Winchester. Wanderins in and about the Ancient Capital of England ... With ... illustrations from original sketches by C. G. Harper,1
14840581,"The Village of Palaces; or, Chronicles of Chelsea",1
14840604,"Tourist guide to the Lofoten Islands, Raftsund ... and through the most picturesque fjords to Tromsø, etc. (Reise-Handbuch für Reisen in Lofoten, etc.) Eng. and Ger",1
14840629,"A Tour through Canada and the United States of America, etc",1
14840702,Holiday wanderings in Madeira [Illustrated.],1
14840737,De onafhankelijke Congostaat. Met eene kaart en 34 lichtteekeningen,1
14840744,"Deutsche Arbeit am Njasza, Deutsch-Ostafrika",1
14840783,"Resa i Afrika, genom Angola, Ovampo och Damaraland ... Med 30 helsidsplanscher ... och en karta",1
14840800,The Nightless North: a walk across Lapland,1
14840811,Zuid-Afrika : reisherinneringen,1
14840828,"Aardrijkskunde van Zuid-Afrika, door Dr. H. Blink ... Uitgegeven door de Nederlandsch Zuid-Afrikaansche Vereeniging",1
14840829,Een bezoek op het eiland St. Helena in October 1837,1
14840840,"The Great Southwest, or plain guide for emigrants and capitalists, embracing a description of the States of Missouri and Kansas, etc",1
14840965,Historical Sketches of Meriden,1
14841070,"Redevoering ... over den naturkundigen, zedelijken en verstandelijken toestand der Goudkust en hare bewoners",1
14841137,A Trip to Prairie-land. Being a glance at the shady side of emigration,1
14841147,"Hesperothen; notes from the West: being a record of a ramble in the United States and Canada, etc",1
14841156,"Aus Böhmen nach Italien, Marz 1848 [By Baron J. A. von Helfert. The preface is signed: G. v. S.]",1
14841209,"Reise i Grækenland, Ægypten og det hellige Land",1
14841236,"The Land of Rip Van Winkle. A tour through the romantic parts of the Catskills. Its legends and traditions ... With illustrations by J. Lauber, C. Volkmar, etc",1
14841273,Resa i Förenta Staterna,1
14841343,A Voyage to Viking-Land ... Eighty-nine illustrations. Also map of Norway and Spitzbergen,1
14841349,"Reise i Ægypten. Med 20 Afbildninger, tegnede ... af Forfatteren, raderede og chemityperede af M. Petersen, samt Titelblad i Farvetryk",1
14841371,Drie Jaar in Algiers. Avonturen van een Hollandsch Deserteur onder de Arabieren,1
14841437,"Fra Schweiz og Frankrig, Rejseskildringer af politisk og socialt Indhold",1
14841461,"History of Salt Lake City. By authority of the City Council and under the supervision of a committee appointed by the Council and author, etc",1
14841488,Nederland in 1880,1
14841559,"History of the Minnesota Valley, including the explorers and pioneers of Minnesota, by Rev. Edward D. Neill, and history of the Sioux massacre, by Charles S. Bryant",1
14846780,Memorie storiche della città di Sansevero in Capitanata,1
14846794,"Antonini Placentini Itinerarium, im unentstellten Text mit deutscher Übersetzung herausgegeben von Dr. J. Gildemeister",1
14846842,"Reggio nell' Emilia alla fine del secolo XVIII, 1796-1799",1
14846875,"Narrative of the Operations and Recent Discoveries within the pyramids, temples, tombs, and excavations, in Egypt and Nubia",1
14846893,"Descripção historica, topographica e ethnographica do districto de S. João Baptista d'Ajudá e do reino de Dahomé na costa da Mina",1
14846914,Onze aarde. Handboek der natuurkundige aardrijkskunde ... Met 150 platen en 20 kaartjes in afzonderlijken Atlas,1
14846915,"De Zuid-Afrikaansche Republiek en hare bewoners ... Geheel omgewerkte en uitgebreide druk, der Transvaal-Republiek en de Hollandsche Boeren, etc",1
14846920,"Reize naar de Oost- en Westkust van Zuid-Amerika en van daar naar de Sandwichs- en Philippijnsche Eilanden, China enz. gedaan, in de jaren 1826, 1827, 1828, en 1829 [With plates.]",1
14846923,Van dag tot dag in het Oosten,0
14846967,"Algier og Sahara [With plates, including maps.]",1
14847000,"Grande illustrazione del Lombardo-Veneto, ossia Storia delle città, dei borghi, communi, castelli, ecc. fino ai tempi moderni, per cura di C. Cantù e d'altri letterati. Seconda edizione",1
14847086,"Die Wanderungen der Kelten. Historisch-kritisch dargelegt, etc",0
14847107,"History of Washington County, Pennsylvania, with biographical sketches of many of its pioneers and prominent men ... Illustrated [With a map.]",1
14847149,"The History of Deptford, in the counties of Kent and Surrey, compiled from authentic records",1
14847263,Tagebuch meiner Reise um die Erd. 1892-1893,1
14847467,Half-hour Plays. Rumpelstilskin and other plays from old fairy tales. Adapted either for the village school or the drawing-room. By Amabel Jenner,0
14847478,Gjennem Stepperne og blandt Kalmukkerne tilhest og med Trespand. Billeder og Studier,1
14847484,"De Aarde beschouwd en haren natuurlijken toestand en verdeling door zeeën, rivieren, meren, bergen en woestijnen; benevens derzelver doelmatige strekking ... Derde herzine druk",1
14847485,"Afrika en deszelfs Bewoners, etc [Intended as part of a continuation of E. A. W. von Zimmerman's work: 'De Aarde en hare Bewoners.']",1
14847489,Italië. Reisherinneringen,1
